,0
Glucose,0.3893781568965343
BMI,0.22682455432660134
Age,0.12440146057331881
DiabetesPedigreeFunction,0.09891395065016913
BloodPressure,0.05326340932549008
Pregnancies,0.041067455812265605
SkinThickness,0.033385993932938215
Insulin,0.032765018482682505
